Município,codigo_ibge,Índice de Isolamento (%),Dia da Semana,Data
Embu-Guaçu,3515103,43,segunda-feira ,2021-07-26
Itanhaém,3522109,42,segunda-feira ,2021-07-26
Taquaritinga,3553708,51,segunda-feira ,2021-07-26
Peruíbe,3537602,45,segunda-feira ,2021-07-26
Estado De São Paulo,35,40,segunda-feira ,2021-07-26
Monte Mor,3531803,55,segunda-feira ,2021-07-26
São Joaquim Da Barra,3549409,61,segunda-feira ,2021-07-26
Taboão Da Serra,3552809,38,segunda-feira ,2021-07-26
Itu,3523909,35,segunda-feira ,2021-07-26
Presidente Prudente,3541406,36,segunda-feira ,2021-07-26
Campos Do Jordão,3509700,37,segunda-feira ,2021-07-26
Franco Da Rocha,3516408,37,segunda-feira ,2021-07-26
Votorantim,3557006,37,segunda-feira ,2021-07-26
Araçatuba,3502804,35,segunda-feira ,2021-07-26
São Sebastião,3550704,52,segunda-feira ,2021-07-26
Sorocaba,3552205,33,segunda-feira ,2021-07-26
Suzano,3552502,37,segunda-feira ,2021-07-26
Ourinhos,3534708,38,segunda-feira ,2021-07-26
Itaquaquecetuba,3523107,38,segunda-feira ,2021-07-26
Piracicaba,3538709,37,segunda-feira ,2021-07-26
Caçapava,3508504,43,segunda-feira ,2021-07-26
Jaguariúna,3524709,40,segunda-feira ,2021-07-26
Bauru,3506003,38,segunda-feira ,2021-07-26
Rio Claro,3543907,38,segunda-feira ,2021-07-26
Ubatuba,3555406,47,segunda-feira ,2021-07-26
Taubaté,3554102,39,segunda-feira ,2021-07-26
Monte Alto,3531308,49,segunda-feira ,2021-07-26
Amparo,3501905,40,segunda-feira ,2021-07-26
Mauá,3529401,36,segunda-feira ,2021-07-26
Penápolis,3537305,47,segunda-feira ,2021-07-26
Mirassol,3530300,45,segunda-feira ,2021-07-26
Pirassununga,3539301,44,segunda-feira ,2021-07-26
Mococa,3530508,56,segunda-feira ,2021-07-26
Salto,3545209,35,segunda-feira ,2021-07-26
Itatiba,3523404,37,segunda-feira ,2021-07-26
Arujá,3503901,34,segunda-feira ,2021-07-26
Vargem Grande Paulista,3556453,44,segunda-feira ,2021-07-26
Valinhos,3556206,37,segunda-feira ,2021-07-26
Praia Grande,3541000,41,segunda-feira ,2021-07-26
Franca,3516200,36,segunda-feira ,2021-07-26
Mogi Das Cruzes,3530607,41,segunda-feira ,2021-07-26
Campo Limpo Paulista,3509601,44,segunda-feira ,2021-07-26
Ribeirão Pires,3543303,40,segunda-feira ,2021-07-26
Jandira,3525003,35,segunda-feira ,2021-07-26
São João Da Boa Vista,3549102,45,segunda-feira ,2021-07-26
Paulínia,3536505,37,segunda-feira ,2021-07-26
Caieiras,3509007,37,segunda-feira ,2021-07-26
Ibiúna,3519709,44,segunda-feira ,2021-07-26
Jaú,3525300,38,segunda-feira ,2021-07-26
Matão,3529302,40,segunda-feira ,2021-07-26
Tupã,3555000,43,segunda-feira ,2021-07-26
São Vicente,3551009,40,segunda-feira ,2021-07-26
São Caetano Do Sul,3548807,38,segunda-feira ,2021-07-26
Jundiaí,3525904,33,segunda-feira ,2021-07-26
Votuporanga,3557105,40,segunda-feira ,2021-07-26
Cotia,3513009,38,segunda-feira ,2021-07-26
Pindamonhangaba,3538006,40,segunda-feira ,2021-07-26
Itapevi,3522505,36,segunda-feira ,2021-07-26
Guarujá,3518701,41,segunda-feira ,2021-07-26
Sertãozinho,3551702,45,segunda-feira ,2021-07-26
Barretos,3505500,37,segunda-feira ,2021-07-26
Botucatu,3507506,38,segunda-feira ,2021-07-26
Ferraz De Vasconcelos,3515707,42,segunda-feira ,2021-07-26
Santos,3548500,36,segunda-feira ,2021-07-26
Atibaia,3504107,39,segunda-feira ,2021-07-26
Itapetininga,3522307,41,segunda-feira ,2021-07-26
São José Do Rio Preto,3549805,37,segunda-feira ,2021-07-26
Cosmópolis,3512803,43,segunda-feira ,2021-07-26
Limeira,3526902,33,segunda-feira ,2021-07-26
Nova Odessa,3533403,39,segunda-feira ,2021-07-26
Araras,3503307,37,segunda-feira ,2021-07-26
Mairiporã,3528502,39,segunda-feira ,2021-07-26
Tatuí,3554003,39,segunda-feira ,2021-07-26
São Paulo,3550308,38,segunda-feira ,2021-07-26
Ribeirão Preto,3543402,39,segunda-feira ,2021-07-26
Cubatão,3513504,42,segunda-feira ,2021-07-26
Osasco,3534401,37,segunda-feira ,2021-07-26
Jaboticabal,3524303,41,segunda-feira ,2021-07-26
Lorena,3527207,45,segunda-feira ,2021-07-26
Itapecerica Da Serra,3522208,41,segunda-feira ,2021-07-26
Catanduva,3511102,36,segunda-feira ,2021-07-26
Cajamar,3509205,37,segunda-feira ,2021-07-26
Ibitinga,3519600,43,segunda-feira ,2021-07-26
Jacareí,3524402,39,segunda-feira ,2021-07-26
Bebedouro,3506102,49,segunda-feira ,2021-07-26
Mogi Mirim,3530805,43,segunda-feira ,2021-07-26
Vinhedo,3556701,41,segunda-feira ,2021-07-26
Fernandópolis,3515509,41,segunda-feira ,2021-07-26
Barueri,3505708,34,segunda-feira ,2021-07-26
Hortolândia,3519071,39,segunda-feira ,2021-07-26
Araraquara,3503208,37,segunda-feira ,2021-07-26
Birigui,3506508,40,segunda-feira ,2021-07-26
Porto Ferreira,3540705,51,segunda-feira ,2021-07-26
Artur Nogueira,3503802,47,segunda-feira ,2021-07-26
Itapeva,3522406,38,segunda-feira ,2021-07-26
Francisco Morato,3516309,42,segunda-feira ,2021-07-26
Mongaguá,3531100,43,segunda-feira ,2021-07-26
Guaratinguetá,3518404,38,segunda-feira ,2021-07-26
Mogi Guaçu,3530706,40,segunda-feira ,2021-07-26
São José Dos Campos,3549904,43,segunda-feira ,2021-07-26
Carapicuíba,3510609,37,segunda-feira ,2021-07-26
Santana De Parnaíba,3547304,43,segunda-feira ,2021-07-26
São Carlos,3548906,42,segunda-feira ,2021-07-26
Americana,3501608,38,segunda-feira ,2021-07-26
Assis,3504008,40,segunda-feira ,2021-07-26
Indaiatuba,3520509,40,segunda-feira ,2021-07-26
Bragança Paulista,3507605,37,segunda-feira ,2021-07-26
Andradina,3502101,40,segunda-feira ,2021-07-26
Santa Isabel,3546801,43,segunda-feira ,2021-07-26
Porto Feliz,3540606,40,segunda-feira ,2021-07-26
Lençóis Paulista,3526803,40,segunda-feira ,2021-07-26
Santana De Parnaíba,3547304,42,terça-feira ,2021-07-27
Poá,3539806,35,terça-feira ,2021-07-27
Matão,3529302,40,terça-feira ,2021-07-27
Caçapava,3508504,43,terça-feira ,2021-07-27
Osasco,3534401,36,terça-feira ,2021-07-27
Ibiúna,3519709,45,terça-feira ,2021-07-27
Franco Da Rocha,3516408,38,terça-feira ,2021-07-27
Praia Grande,3541000,40,terça-feira ,2021-07-27
Mogi Das Cruzes,3530607,39,terça-feira ,2021-07-27
Itararé,3523206,46,terça-feira ,2021-07-27
São Paulo,3550308,38,terça-feira ,2021-07-27
Assis,3504008,41,terça-feira ,2021-07-27
Guarujá,3518701,42,terça-feira ,2021-07-27
Campos Do Jordão,3509700,39,terça-feira ,2021-07-27
Itatiba,3523404,37,terça-feira ,2021-07-27
Itaquaquecetuba,3523107,38,terça-feira ,2021-07-27
Araras,3503307,39,terça-feira ,2021-07-27
Ribeirão Preto,3543402,39,terça-feira ,2021-07-27
Lins,3527108,41,terça-feira ,2021-07-27
Ferraz De Vasconcelos,3515707,42,terça-feira ,2021-07-27
Guarulhos,3518800,35,terça-feira ,2021-07-27
Capivari,3510401,42,terça-feira ,2021-07-27
Pindamonhangaba,3538006,42,terça-feira ,2021-07-27
Taboão Da Serra,3552809,38,terça-feira ,2021-07-27
Registro,3542602,41,terça-feira ,2021-07-27
Arujá,3503901,35,terça-feira ,2021-07-27
Embu Das Artes,3515004,41,terça-feira ,2021-07-27
Barretos,3505500,36,terça-feira ,2021-07-27
São José Do Rio Pardo,3549706,54,terça-feira ,2021-07-27
Avaré,3504503,42,terça-feira ,2021-07-27
Franca,3516200,37,terça-feira ,2021-07-27
Sertãozinho,3551702,43,terça-feira ,2021-07-27
Jaú,3525300,39,terça-feira ,2021-07-27
Tupã,3555000,43,terça-feira ,2021-07-27
Olímpia,3533908,46,terça-feira ,2021-07-27
Andradina,3502101,40,terça-feira ,2021-07-27
Vinhedo,3556701,36,terça-feira ,2021-07-27
Fernandópolis,3515509,41,terça-feira ,2021-07-27
Diadema,3513801,39,terça-feira ,2021-07-27
Campinas,3509502,35,terça-feira ,2021-07-27
Rio Grande Da Serra,3544103,49,terça-feira ,2021-07-27
Santa Isabel,3546801,44,terça-feira ,2021-07-27
São João Da Boa Vista,3549102,45,terça-feira ,2021-07-27
Taubaté,3554102,39,terça-feira ,2021-07-27
Bragança Paulista,3507605,37,terça-feira ,2021-07-27
Santo André,3547809,38,terça-feira ,2021-07-27
Caraguatatuba,3510500,40,terça-feira ,2021-07-27
Jandira,3525003,34,terça-feira ,2021-07-27
Indaiatuba,3520509,40,terça-feira ,2021-07-27
São Vicente,3551009,41,terça-feira ,2021-07-27
Caieiras,3509007,37,terça-feira ,2021-07-27
Várzea Paulista,3556503,39,terça-feira ,2021-07-27
São Caetano Do Sul,3548807,39,terça-feira ,2021-07-27
Limeira,3526902,33,terça-feira ,2021-07-27
Taquaritinga,3553708,51,terça-feira ,2021-07-27
Ourinhos,3534708,38,terça-feira ,2021-07-27
Jundiaí,3525904,32,terça-feira ,2021-07-27
São Carlos,3548906,42,terça-feira ,2021-07-27
Paulínia,3536505,35,terça-feira ,2021-07-27
Piedade,3537800,45,terça-feira ,2021-07-27
Americana,3501608,39,terça-feira ,2021-07-27
Suzano,3552502,38,terça-feira ,2021-07-27
Mogi Mirim,3530805,44,terça-feira ,2021-07-27
Pirassununga,3539301,44,terça-feira ,2021-07-27
Nova Odessa,3533403,38,terça-feira ,2021-07-27
Jacareí,3524402,40,terça-feira ,2021-07-27
Vargem Grande Paulista,3556453,44,terça-feira ,2021-07-27
Bauru,3506003,38,terça-feira ,2021-07-27
Araraquara,3503208,37,terça-feira ,2021-07-27
Itapetininga,3522307,41,terça-feira ,2021-07-27
São Bernardo Do Campo,3548708,41,terça-feira ,2021-07-27
Monte Alto,3531308,49,terça-feira ,2021-07-27
Hortolândia,3519071,39,terça-feira ,2021-07-27
Sorocaba,3552205,34,terça-feira ,2021-07-27
Itanhaém,3522109,46,terça-feira ,2021-07-27
Tatuí,3554003,39,terça-feira ,2021-07-27
Mogi Guaçu,3530706,41,terça-feira ,2021-07-27
Mauá,3529401,37,terça-feira ,2021-07-27
Piracicaba,3538709,36,terça-feira ,2021-07-27
Barueri,3505708,34,terça-feira ,2021-07-27
Campo Limpo Paulista,3509601,44,terça-feira ,2021-07-27
Mongaguá,3531100,44,terça-feira ,2021-07-27
Leme,3526704,47,terça-feira ,2021-07-27
Mairiporã,3528502,41,terça-feira ,2021-07-27
São Joaquim Da Barra,3549409,58,terça-feira ,2021-07-27
Votorantim,3557006,37,terça-feira ,2021-07-27
Mococa,3530508,56,terça-feira ,2021-07-27
Bertioga,3506359,49,terça-feira ,2021-07-27
Cosmópolis,3512803,48,terça-feira ,2021-07-27
Itapevi,3522505,37,terça-feira ,2021-07-27
Artur Nogueira,3503802,47,terça-feira ,2021-07-27
Jaguariúna,3524709,42,terça-feira ,2021-07-27
Santos,3548500,36,terça-feira ,2021-07-27
Lorena,3527207,43,terça-feira ,2021-07-27
Votuporanga,3557105,40,terça-feira ,2021-07-27
Batatais,3505906,53,terça-feira ,2021-07-27
Penápolis,3537305,49,terça-feira ,2021-07-27
Valinhos,3556206,36,terça-feira ,2021-07-27
Ubatuba,3555406,48,terça-feira ,2021-07-27
Cotia,3513009,38,terça-feira ,2021-07-27
Itu,3523909,34,terça-feira ,2021-07-27
Mirassol,3530300,46,terça-feira ,2021-07-27
Boituva,3507001,44,terça-feira ,2021-07-27
Cajamar,3509205,35,terça-feira ,2021-07-27
São Sebastião,3550704,52,terça-feira ,2021-07-27
Salto,3545209,36,terça-feira ,2021-07-27
Guaratinguetá,3518404,38,terça-feira ,2021-07-27
Jaboticabal,3524303,41,terça-feira ,2021-07-27
Botucatu,3507506,37,terça-feira ,2021-07-27
Itupeva,3524006,38,terça-feira ,2021-07-27
Rio Claro,3543907,37,terça-feira ,2021-07-27
Monte Mor,3531803,55,terça-feira ,2021-07-27
Presidente Prudente,3541406,35,terça-feira ,2021-07-27
Embu-Guaçu,3515103,43,terça-feira ,2021-07-27
Lençóis Paulista,3526803,40,terça-feira ,2021-07-27
Itapeva,3522406,37,terça-feira ,2021-07-27
São José Do Rio Preto,3549805,37,terça-feira ,2021-07-27
Santa Bárbara D'Oeste,3545803,35,terça-feira ,2021-07-27
Ribeirão Pires,3543303,41,terça-feira ,2021-07-27
Atibaia,3504107,39,terça-feira ,2021-07-27
Carapicuíba,3510609,38,terça-feira ,2021-07-27
Amparo,3501905,39,terça-feira ,2021-07-27
Ibitinga,3519600,42,terça-feira ,2021-07-27
Estado De São Paulo,35,40,terça-feira ,2021-07-27
São Roque,3550605,40,terça-feira ,2021-07-27
São José Dos Campos,3549904,46,terça-feira ,2021-07-27
Porto Ferreira,3540705,51,terça-feira ,2021-07-27
Porto Feliz,3540606,41,terça-feira ,2021-07-27
Marília,3529005,37,terça-feira ,2021-07-27
Sumaré,3552403,34,terça-feira ,2021-07-27
Itapecerica Da Serra,3522208,40,terça-feira ,2021-07-27
Cruzeiro,3513405,43,terça-feira ,2021-07-27
Catanduva,3511102,37,terça-feira ,2021-07-27
Cubatão,3513504,42,terça-feira ,2021-07-27
Peruíbe,3537602,44,terça-feira ,2021-07-27
Francisco Morato,3516309,44,terça-feira ,2021-07-27
Araçatuba,3502804,36,terça-feira ,2021-07-27
Bebedouro,3506102,53,terça-feira ,2021-07-27
Birigui,3506508,40,terça-feira ,2021-07-27
Itapira,3522604,41,terça-feira ,2021-07-27
Lençóis Paulista,3526803,40,quarta-feira ,2021-07-28
Santos,3548500,37,quarta-feira ,2021-07-28
Campos Do Jordão,3509700,40,quarta-feira ,2021-07-28
Itu,3523909,36,quarta-feira ,2021-07-28
São Joaquim Da Barra,3549409,62,quarta-feira ,2021-07-28
Bauru,3506003,39,quarta-feira ,2021-07-28
Atibaia,3504107,40,quarta-feira ,2021-07-28
Salto,3545209,34,quarta-feira ,2021-07-28
Mogi Das Cruzes,3530607,41,quarta-feira ,2021-07-28
Botucatu,3507506,38,quarta-feira ,2021-07-28
Itaquaquecetuba,3523107,37,quarta-feira ,2021-07-28
Porto Ferreira,3540705,50,quarta-feira ,2021-07-28
Marília,3529005,37,quarta-feira ,2021-07-28
Bragança Paulista,3507605,38,quarta-feira ,2021-07-28
Itapira,3522604,43,quarta-feira ,2021-07-28
Ibitinga,3519600,42,quarta-feira ,2021-07-28
Vargem Grande Paulista,3556453,45,quarta-feira ,2021-07-28
Jacareí,3524402,40,quarta-feira ,2021-07-28
Hortolândia,3519071,41,quarta-feira ,2021-07-28
Pirassununga,3539301,42,quarta-feira ,2021-07-28
São Caetano Do Sul,3548807,39,quarta-feira ,2021-07-28
Capivari,3510401,44,quarta-feira ,2021-07-28
Catanduva,3511102,37,quarta-feira ,2021-07-28
Campo Limpo Paulista,3509601,45,quarta-feira ,2021-07-28
Santa Bárbara D'Oeste,3545803,35,quarta-feira ,2021-07-28
Assis,3504008,41,quarta-feira ,2021-07-28
Cosmópolis,3512803,39,quarta-feira ,2021-07-28
Diadema,3513801,40,quarta-feira ,2021-07-28
Osasco,3534401,37,quarta-feira ,2021-07-28
Lins,3527108,39,quarta-feira ,2021-07-28
Praia Grande,3541000,43,quarta-feira ,2021-07-28
Suzano,3552502,38,quarta-feira ,2021-07-28
Sorocaba,3552205,34,quarta-feira ,2021-07-28
Ribeirão Pires,3543303,39,quarta-feira ,2021-07-28
São Roque,3550605,42,quarta-feira ,2021-07-28
Rio Claro,3543907,38,quarta-feira ,2021-07-28
Lorena,3527207,43,quarta-feira ,2021-07-28
Limeira,3526902,35,quarta-feira ,2021-07-28
Taubaté,3554102,39,quarta-feira ,2021-07-28
Artur Nogueira,3503802,39,quarta-feira ,2021-07-28
Tupã,3555000,44,quarta-feira ,2021-07-28
Avaré,3504503,42,quarta-feira ,2021-07-28
Piracicaba,3538709,37,quarta-feira ,2021-07-28
Indaiatuba,3520509,40,quarta-feira ,2021-07-28
Araras,3503307,38,quarta-feira ,2021-07-28
Caraguatatuba,3510500,43,quarta-feira ,2021-07-28
Registro,3542602,42,quarta-feira ,2021-07-28
Nova Odessa,3533403,39,quarta-feira ,2021-07-28
Peruíbe,3537602,47,quarta-feira ,2021-07-28
Santa Isabel,3546801,45,quarta-feira ,2021-07-28
São Bernardo Do Campo,3548708,42,quarta-feira ,2021-07-28
São Paulo,3550308,39,quarta-feira ,2021-07-28
Mairiporã,3528502,41,quarta-feira ,2021-07-28
Barueri,3505708,34,quarta-feira ,2021-07-28
Votorantim,3557006,39,quarta-feira ,2021-07-28
Itapetininga,3522307,41,quarta-feira ,2021-07-28
São Sebastião,3550704,55,quarta-feira ,2021-07-28
Cruzeiro,3513405,43,quarta-feira ,2021-07-28
Taquaritinga,3553708,51,quarta-feira ,2021-07-28
Ribeirão Preto,3543402,39,quarta-feira ,2021-07-28
Arujá,3503901,34,quarta-feira ,2021-07-28
Itapecerica Da Serra,3522208,41,quarta-feira ,2021-07-28
São Carlos,3548906,42,quarta-feira ,2021-07-28
Jaú,3525300,37,quarta-feira ,2021-07-28
Santo André,3547809,40,quarta-feira ,2021-07-28
Presidente Prudente,3541406,36,quarta-feira ,2021-07-28
Ferraz De Vasconcelos,3515707,43,quarta-feira ,2021-07-28
Votuporanga,3557105,41,quarta-feira ,2021-07-28
Cotia,3513009,39,quarta-feira ,2021-07-28
Boituva,3507001,45,quarta-feira ,2021-07-28
Várzea Paulista,3556503,39,quarta-feira ,2021-07-28
Bertioga,3506359,52,quarta-feira ,2021-07-28
Vinhedo,3556701,39,quarta-feira ,2021-07-28
Rio Grande Da Serra,3544103,50,quarta-feira ,2021-07-28
São João Da Boa Vista,3549102,44,quarta-feira ,2021-07-28
Jandira,3525003,35,quarta-feira ,2021-07-28
Carapicuíba,3510609,38,quarta-feira ,2021-07-28
Campinas,3509502,36,quarta-feira ,2021-07-28
Fernandópolis,3515509,41,quarta-feira ,2021-07-28
Guarujá,3518701,45,quarta-feira ,2021-07-28
Guarulhos,3518800,36,quarta-feira ,2021-07-28
Ibiúna,3519709,46,quarta-feira ,2021-07-28
Caieiras,3509007,36,quarta-feira ,2021-07-28
Araraquara,3503208,37,quarta-feira ,2021-07-28
Poá,3539806,38,quarta-feira ,2021-07-28
Penápolis,3537305,48,quarta-feira ,2021-07-28
Valinhos,3556206,36,quarta-feira ,2021-07-28
Itararé,3523206,54,quarta-feira ,2021-07-28
Olímpia,3533908,43,quarta-feira ,2021-07-28
Mirassol,3530300,42,quarta-feira ,2021-07-28
Ubatuba,3555406,45,quarta-feira ,2021-07-28
Leme,3526704,46,quarta-feira ,2021-07-28
Pindamonhangaba,3538006,43,quarta-feira ,2021-07-28
Caçapava,3508504,43,quarta-feira ,2021-07-28
Americana,3501608,38,quarta-feira ,2021-07-28
Matão,3529302,39,quarta-feira ,2021-07-28
Sumaré,3552403,35,quarta-feira ,2021-07-28
Jaguariúna,3524709,42,quarta-feira ,2021-07-28
Piedade,3537800,45,quarta-feira ,2021-07-28
Tatuí,3554003,39,quarta-feira ,2021-07-28
Francisco Morato,3516309,45,quarta-feira ,2021-07-28
Porto Feliz,3540606,41,quarta-feira ,2021-07-28
São Vicente,3551009,42,quarta-feira ,2021-07-28
Itapeva,3522406,36,quarta-feira ,2021-07-28
Paulínia,3536505,34,quarta-feira ,2021-07-28
Embu Das Artes,3515004,41,quarta-feira ,2021-07-28
São José Dos Campos,3549904,43,quarta-feira ,2021-07-28
Guaratinguetá,3518404,39,quarta-feira ,2021-07-28
Andradina,3502101,42,quarta-feira ,2021-07-28
Jaboticabal,3524303,40,quarta-feira ,2021-07-28
Birigui,3506508,41,quarta-feira ,2021-07-28
Embu-Guaçu,3515103,43,quarta-feira ,2021-07-28
Bebedouro,3506102,50,quarta-feira ,2021-07-28
Cubatão,3513504,43,quarta-feira ,2021-07-28
Ourinhos,3534708,38,quarta-feira ,2021-07-28
Monte Mor,3531803,52,quarta-feira ,2021-07-28
Mauá,3529401,38,quarta-feira ,2021-07-28
Araçatuba,3502804,35,quarta-feira ,2021-07-28
Batatais,3505906,57,quarta-feira ,2021-07-28
Sertãozinho,3551702,43,quarta-feira ,2021-07-28
Cajamar,3509205,35,quarta-feira ,2021-07-28
Monte Alto,3531308,49,quarta-feira ,2021-07-28
Itanhaém,3522109,47,quarta-feira ,2021-07-28
Itapevi,3522505,38,quarta-feira ,2021-07-28
Mongaguá,3531100,47,quarta-feira ,2021-07-28
Mogi Guaçu,3530706,42,quarta-feira ,2021-07-28
Franco Da Rocha,3516408,37,quarta-feira ,2021-07-28
São José Do Rio Preto,3549805,38,quarta-feira ,2021-07-28
Franca,3516200,34,quarta-feira ,2021-07-28
Taboão Da Serra,3552809,38,quarta-feira ,2021-07-28
Itatiba,3523404,37,quarta-feira ,2021-07-28
Itupeva,3524006,38,quarta-feira ,2021-07-28
Amparo,3501905,39,quarta-feira ,2021-07-28
Barretos,3505500,35,quarta-feira ,2021-07-28
Estado De São Paulo,35,41,quarta-feira ,2021-07-28
Santana De Parnaíba,3547304,42,quarta-feira ,2021-07-28
Jundiaí,3525904,33,quarta-feira ,2021-07-28
Mogi Mirim,3530805,45,quarta-feira ,2021-07-28
Mococa,3530508,57,quarta-feira ,2021-07-28
São José Do Rio Pardo,3549706,54,quarta-feira ,2021-07-28
Piedade,3537800,46,quinta-feira ,2021-07-29
Jaú,3525300,39,quinta-feira ,2021-07-29
Itaquaquecetuba,3523107,36,quinta-feira ,2021-07-29
São Bernardo Do Campo,3548708,42,quinta-feira ,2021-07-29
Jaguariúna,3524709,41,quinta-feira ,2021-07-29
Ubatuba,3555406,51,quinta-feira ,2021-07-29
Assis,3504008,40,quinta-feira ,2021-07-29
Lençóis Paulista,3526803,40,quinta-feira ,2021-07-29
Campos Do Jordão,3509700,38,quinta-feira ,2021-07-29
Taboão Da Serra,3552809,38,quinta-feira ,2021-07-29
Araras,3503307,38,quinta-feira ,2021-07-29
Registro,3542602,41,quinta-feira ,2021-07-29
São Vicente,3551009,41,quinta-feira ,2021-07-29
Itatiba,3523404,37,quinta-feira ,2021-07-29
Indaiatuba,3520509,40,quinta-feira ,2021-07-29
Porto Feliz,3540606,41,quinta-feira ,2021-07-29
Sumaré,3552403,35,quinta-feira ,2021-07-29
Osasco,3534401,36,quinta-feira ,2021-07-29
São José Do Rio Preto,3549805,38,quinta-feira ,2021-07-29
Santos,3548500,36,quinta-feira ,2021-07-29
Vargem Grande Paulista,3556453,45,quinta-feira ,2021-07-29
São José Do Rio Pardo,3549706,55,quinta-feira ,2021-07-29
Ribeirão Pires,3543303,40,quinta-feira ,2021-07-29
Itupeva,3524006,39,quinta-feira ,2021-07-29
Tatuí,3554003,39,quinta-feira ,2021-07-29
Bauru,3506003,39,quinta-feira ,2021-07-29
Avaré,3504503,42,quinta-feira ,2021-07-29
São Carlos,3548906,42,quinta-feira ,2021-07-29
Mogi Das Cruzes,3530607,40,quinta-feira ,2021-07-29
Franca,3516200,37,quinta-feira ,2021-07-29
Itapira,3522604,42,quinta-feira ,2021-07-29
Campo Limpo Paulista,3509601,44,quinta-feira ,2021-07-29
São Paulo,3550308,38,quinta-feira ,2021-07-29
Francisco Morato,3516309,43,quinta-feira ,2021-07-29
Amparo,3501905,39,quinta-feira ,2021-07-29
Monte Alto,3531308,49,quinta-feira ,2021-07-29
Sertãozinho,3551702,43,quinta-feira ,2021-07-29
Mongaguá,3531100,43,quinta-feira ,2021-07-29
Itapetininga,3522307,41,quinta-feira ,2021-07-29
Botucatu,3507506,37,quinta-feira ,2021-07-29
Peruíbe,3537602,46,quinta-feira ,2021-07-29
Barretos,3505500,35,quinta-feira ,2021-07-29
Olímpia,3533908,41,quinta-feira ,2021-07-29
Americana,3501608,38,quinta-feira ,2021-07-29
Ferraz De Vasconcelos,3515707,42,quinta-feira ,2021-07-29
Boituva,3507001,43,quinta-feira ,2021-07-29
Carapicuíba,3510609,39,quinta-feira ,2021-07-29
Embu Das Artes,3515004,41,quinta-feira ,2021-07-29
Santana De Parnaíba,3547304,42,quinta-feira ,2021-07-29
Jaboticabal,3524303,41,quinta-feira ,2021-07-29
Matão,3529302,40,quinta-feira ,2021-07-29
Votorantim,3557006,38,quinta-feira ,2021-07-29
Santa Bárbara D'Oeste,3545803,37,quinta-feira ,2021-07-29
Barueri,3505708,33,quinta-feira ,2021-07-29
Franco Da Rocha,3516408,37,quinta-feira ,2021-07-29
Caraguatatuba,3510500,41,quinta-feira ,2021-07-29
Itararé,3523206,44,quinta-feira ,2021-07-29
Atibaia,3504107,38,quinta-feira ,2021-07-29
Mogi Guaçu,3530706,41,quinta-feira ,2021-07-29
Guaratinguetá,3518404,37,quinta-feira ,2021-07-29
Mococa,3530508,57,quinta-feira ,2021-07-29
Itanhaém,3522109,47,quinta-feira ,2021-07-29
Jacareí,3524402,38,quinta-feira ,2021-07-29
Hortolândia,3519071,38,quinta-feira ,2021-07-29
São José Dos Campos,3549904,43,quinta-feira ,2021-07-29
Sorocaba,3552205,35,quinta-feira ,2021-07-29
Arujá,3503901,35,quinta-feira ,2021-07-29
Itapeva,3522406,37,quinta-feira ,2021-07-29
Caçapava,3508504,44,quinta-feira ,2021-07-29
Cubatão,3513504,39,quinta-feira ,2021-07-29
Suzano,3552502,39,quinta-feira ,2021-07-29
Várzea Paulista,3556503,39,quinta-feira ,2021-07-29
Marília,3529005,37,quinta-feira ,2021-07-29
Limeira,3526902,34,quinta-feira ,2021-07-29
Piracicaba,3538709,36,quinta-feira ,2021-07-29
Leme,3526704,47,quinta-feira ,2021-07-29
Jandira,3525003,35,quinta-feira ,2021-07-29
Estado De São Paulo,35,40,quinta-feira ,2021-07-29
São João Da Boa Vista,3549102,44,quinta-feira ,2021-07-29
Ribeirão Preto,3543402,39,quinta-feira ,2021-07-29
São Roque,3550605,42,quinta-feira ,2021-07-29
Bragança Paulista,3507605,37,quinta-feira ,2021-07-29
Bertioga,3506359,51,quinta-feira ,2021-07-29
Mirassol,3530300,47,quinta-feira ,2021-07-29
Salto,3545209,35,quinta-feira ,2021-07-29
Taquaritinga,3553708,52,quinta-feira ,2021-07-29
Vinhedo,3556701,38,quinta-feira ,2021-07-29
Embu-Guaçu,3515103,43,quinta-feira ,2021-07-29
Araraquara,3503208,37,quinta-feira ,2021-07-29
Pindamonhangaba,3538006,40,quinta-feira ,2021-07-29
Fernandópolis,3515509,42,quinta-feira ,2021-07-29
Ibiúna,3519709,46,quinta-feira ,2021-07-29
Cruzeiro,3513405,40,quinta-feira ,2021-07-29
Capivari,3510401,43,quinta-feira ,2021-07-29
Monte Mor,3531803,51,quinta-feira ,2021-07-29
Valinhos,3556206,36,quinta-feira ,2021-07-29
Caieiras,3509007,38,quinta-feira ,2021-07-29
Lorena,3527207,48,quinta-feira ,2021-07-29
Paulínia,3536505,34,quinta-feira ,2021-07-29
Guarulhos,3518800,35,quinta-feira ,2021-07-29
Mogi Mirim,3530805,44,quinta-feira ,2021-07-29
Ourinhos,3534708,37,quinta-feira ,2021-07-29
Mairiporã,3528502,40,quinta-feira ,2021-07-29
Bebedouro,3506102,52,quinta-feira ,2021-07-29
São Sebastião,3550704,54,quinta-feira ,2021-07-29
Birigui,3506508,41,quinta-feira ,2021-07-29
Campinas,3509502,35,quinta-feira ,2021-07-29
Cosmópolis,3512803,47,quinta-feira ,2021-07-29
São Caetano Do Sul,3548807,38,quinta-feira ,2021-07-29
Pirassununga,3539301,43,quinta-feira ,2021-07-29
